state,saledate,productcategoryname,dollarcount,dollarweight,dollartotal
MA,6/8/19,Concentrate (Each),469534.02,840,470374.02
MA,10/6/19,Infused (non-edible),14427.81,0,14427.81
MA,8/16/20,Shake/Trim (by strain),0,7773.75,7773.75
MA,3/25/19,Concentrate (Each),270964.71,0,270964.71
MA,1/1/21,Buds,0,833317.88,833317.88
MA,5/23/21,Infused Beverage,34395.84,0,34395.84
MA,8/26/20,Raw Pre-Rolls,0,237997.09,237997.09
MA,10/19/19,Raw Pre-Rolls,0,122971.68,122971.68
MA,9/7/20,Concentrate,0,22373.83,22373.83
MA,11/19/20,Concentrate (Each),173191.55,0,173191.55
MA,5/31/19,Shake/Trim (by strain),0,9189.98,9189.98
MA,11/24/18,Infused (edible),74054.55,0,74054.55
MA,6/27/20,Infused (edible),434992.43,0,434992.43
MA,12/16/20,Raw Pre-Rolls,0,391384.05,391384.05
MA,2/4/20,Infused (non-edible),10675.07,0,10675.07
MA,1/10/21,Concentrate,0,43741.44,43741.44
MA,2/15/21,Infused Pre-Rolls,0,8043.94,8043.94
MA,8/31/19,Kief,0,2165.37,2165.37
MA,1/5/20,Shake/Trim (by strain),0,9211.25,9211.25
MA,6/20/19,Concentrate,0,4856,4856
MA,9/11/20,Buds,0,1587403.06,1587403.06
MA,8/30/20,Buds,0,1113651.73,1113651.73
MA,5/24/21,Infused (edible),356977.6,0,356977.6
MA,2/11/19,Infused (non-edible),39683.03,0,39683.03
MA,11/16/19,Raw Pre-Rolls,0,168164.7,168164.7
MA,11/23/20,Concentrate (Each),141927.98,0,141927.98
MA,3/6/20,Kief,0,1025,1025
MA,7/21/20,Infused Pre-Rolls,0,5690.19,5690.19
MA,9/22/20,Kief,0,5404.69,5404.69
MA,11/8/20,Raw Pre-Rolls,0,272203.81,272203.81
MA,9/5/20,Raw Pre-Rolls,0,360809.32,360809.32
MA,9/18/19,Shake/Trim (by strain),0,3462.6,3462.6
MA,12/21/19,Shake/Trim (by strain),0,14065.1,14065.1
MA,11/14/20,Vape Product,654882.81,0,654882.81
MA,5/16/21,Concentrate,0,11073.53,11073.53
MA,3/31/19,Infused (edible),167366.63,0,167366.63
MA,9/29/19,Concentrate (Each),118597.7,0,118597.7
MA,3/28/21,Kief,0,2063.48,2063.48
MA,11/18/19,Raw Pre-Rolls,0,99737.78,99737.78
MA,10/15/20,Concentrate,0,34746.81,34746.81
MA,7/29/19,Concentrate (Each),389554.66,0,389554.66
MA,2/20/19,Shake/Trim (by strain),0,5869.2,5869.2
MA,3/24/20,Shake/Trim,0,240,240
MA,8/20/19,Concentrate (Each),408553.53,0,408553.53
MA,1/25/21,Shake/Trim,0,267.09,267.09
MA,3/28/19,Concentrate,75.81,2902.86,2978.67
MA,9/10/20,Kief,0,3712,3712
MA,4/2/21,Buds,0,2042402.44,2042402.44
MA,3/18/21,Suppository,60,0,60
MA,7/16/19,Infused (non-edible),69745.99,0,69745.99
MA,4/15/21,Infused Pre-Rolls,0,14792.37,14792.37
MA,2/22/20,Concentrate,0,15751,15751
MA,7/8/19,Infused (non-edible),59381.5,0,59381.5
MA,4/24/19,Infused (edible),140732.13,0,140732.13
MA,3/22/19,Infused (non-edible),10554.4,0,10554.4
MA,4/4/21,Infused Pre-Rolls,0,8469.4,8469.4
MA,11/28/20,Infused (edible),510441.18,0,510441.18
MA,1/23/21,Vape Product,710758.69,0,710758.69
MA,7/30/20,Infused Pre-Rolls,0,6658.53,6658.53
MA,12/26/19,Concentrate,0,23786.2,23786.2
MA,5/29/20,Infused Pre-Rolls,0,8540,8540
MA,8/15/20,Infused (edible),488367.66,0,488367.66
MA,12/2/18,Kief,0,150,150
MA,1/14/21,Raw Pre-Rolls,0,309508.02,309508.02
MA,9/18/19,Concentrate (Each),352113.77,0,352113.77
MA,3/5/20,Shake/Trim (by strain),0,12071.7,12071.7
MA,4/28/21,Shake/Trim (by strain),0,23476.63,23476.63
MA,6/27/19,Buds,0,662646.12,662646.12
MA,5/15/21,Raw Pre-Rolls,0,532951.38,532951.38
MA,11/3/19,Raw Pre-Rolls,0,128349.58,128349.58
MA,12/20/18,Concentrate,11344.51,0,11344.51
MA,9/12/20,Shake/Trim (by strain),0,10968.76,10968.76
MA,3/27/21,Concentrate,0,30920.96,30920.96
MA,2/25/19,Shake/Trim (by strain),0,5803.2,5803.2
MA,6/17/19,Raw Pre-Rolls,0,17563.3,17563.3
MA,4/3/21,Concentrate (Each),330240,0,330240
MA,11/8/19,Shake/Trim (by strain),0,9702.5,9702.5
MA,1/7/19,Infused (edible),14586.54,0,14586.54
MA,12/21/20,Kief,0,4293.15,4293.15
MA,4/11/21,Vape Product,649255.71,0,649255.71
MA,1/18/21,Shake/Trim (by strain),0,9033.84,9033.84
MA,5/21/21,Concentrate,0,13328.02,13328.02
MA,1/31/19,Shake/Trim (by strain),0,2316,2316
MA,3/5/20,Vape Product,337152.92,0,337152.92
MA,9/17/19,Concentrate,0,7301.49,7301.49
MA,2/7/21,Concentrate (Each),103841.52,0,103841.52
MA,6/24/19,Buds,0,561485.57,561485.57
MA,1/4/20,Infused (non-edible),20232.18,0,20232.18
MA,2/10/19,Concentrate (Each),220481.25,0,220481.25
MA,1/12/21,Raw Pre-Rolls,0,281959.59,281959.59
MA,11/8/19,Infused (edible),390779.29,0,390779.29
MA,3/2/20,Infused Pre-Rolls,0,8152.33,8152.33
MA,5/12/19,Infused (edible),149901.63,0,149901.63
MA,10/5/20,Shake/Trim (by strain),0,5753.02,5753.02
MA,3/18/21,Infused (edible),450654.53,0,450654.53
MA,9/11/19,Buds,0,634613.83,634613.83
MA,12/4/19,Kief,0,1953.11,1953.11
MA,9/18/19,Kief,0,1257,1257
MA,2/13/19,Buds,14996.84,253749.16,268746
MA,5/14/19,Buds,841.12,477172.94,478014.06
MA,10/9/19,Concentrate,0,18365,18365
MA,4/16/19,Shake/Trim,0,1040.68,1040.68
MA,2/8/19,Infused (edible),97298.86,0,97298.86
MA,10/4/20,Kief,0,2530,2530
MA,10/2/20,Shake/Trim (by strain),0,10079.1,10079.1
MA,8/22/19,Infused (edible),200892.07,0,200892.07
MA,8/22/20,Vape Product,574951.9,0,574951.9
MA,1/30/19,Buds,10071.74,219345.26,229417
MA,5/31/19,Kief,0,795,795
MA,1/1/19,Buds,10949.19,65489.09,76438.28
MA,5/30/21,Shake/Trim,0,147,147
MA,11/9/20,Infused Pre-Rolls,0,7394,7394
MA,2/23/21,Concentrate (Each),167206.99,0,167206.99
MA,1/24/20,Vape Product,315945.58,0,315945.58
MA,6/13/20,Shake/Trim,0,70,70
MA,7/26/20,Shake/Trim,0,1936.92,1936.92
MA,4/21/19,Raw Pre-Rolls,0,835.09,835.09
MA,10/31/20,Infused (edible),548639.07,0,548639.07
MA,6/30/19,Concentrate,0,5908.9,5908.9
MA,7/10/19,Kief,0,610.5,610.5
MA,7/18/19,Buds,0,676767.33,676767.33
MA,2/10/20,Concentrate (Each),141235.32,0,141235.32
MA,5/20/21,Infused Beverage,34629.54,0,34629.54
MA,6/21/20,Infused (edible),223222.24,0,223222.24
MA,6/26/20,Concentrate (Each),160049.79,0,160049.79
MA,12/14/20,Buds,0,948974.37,948974.37
MA,2/27/21,Concentrate,0,56696.91,56696.91
MA,8/11/19,Infused (non-edible),82234.22,0,82234.22
MA,12/17/20,Concentrate (Each),51014.12,0,51014.12
MA,12/23/19,Kief,0,2602,2602
MA,6/10/19,Infused (edible),158371.5,0,158371.5
MA,2/12/19,Concentrate (Each),93012.54,0,93012.54
MA,5/3/19,Infused (non-edible),41471.87,0,41471.87
MA,12/10/19,Buds,0,737047.55,737047.55
MA,6/5/20,Buds,0,895750.68,895750.68
MA,5/21/19,Infused (edible),139982.78,0,139982.78
MA,5/22/21,Buds,0,1810626.13,1810626.13
MA,4/10/21,Shake/Trim (by strain),0,39327.41,39327.41
MA,3/19/21,Kief,0,5096.14,5096.14
MA,9/30/20,Infused (edible),293554.96,0,293554.96
MA,5/18/19,Infused (edible),246222.69,0,246222.69
MA,1/16/19,Concentrate (Each),162436.77,0,162436.77
MA,12/19/19,Buds,0,984695.32,984695.32
MA,5/28/20,Shake/Trim,0,40,40
MA,3/8/21,Infused (non-edible),7699.07,0,7699.07
MA,10/20/19,Infused (non-edible),12702.03,0,12702.03
MA,3/9/19,Concentrate (Each),305053.03,0,305053.03
MA,8/1/19,Raw Pre-Rolls,0,68609.99,68609.99
MA,10/1/19,Kief,0,3204.78,3204.78
MA,6/4/19,Shake/Trim (by strain),0,4246.7,4246.7
MA,1/13/21,Infused (edible),332858.36,0,332858.36
MA,11/1/19,Kief,0,2977.04,2977.04
MA,3/14/21,Raw Pre-Rolls,0,369522.28,369522.28
MA,12/24/19,Vape Product,97182.21,0,97182.21
MA,9/4/20,Concentrate (Each),238343.37,0,238343.37
MA,9/3/20,Infused (non-edible),11832.55,0,11832.55
MA,6/9/20,Concentrate (Each),112548.39,0,112548.39
MA,12/3/19,Raw Pre-Rolls,0,98203.97,98203.97
MA,7/4/19,Infused (edible),126159.68,0,126159.68
MA,4/12/19,Infused Pre-Rolls,0,162,162
MA,7/11/20,Infused Pre-Rolls,0,8226.03,8226.03
MA,11/23/19,Raw Pre-Rolls,0,190514.21,190514.21
MA,5/7/21,Seeds,186.48,0,186.48
MA,8/5/20,Concentrate (Each),156826.86,0,156826.86
MA,5/11/19,Concentrate (Each),430245.96,180,430425.96
MA,4/5/21,Shake/Trim (by strain),0,26060.18,26060.18
MA,11/13/20,Concentrate (Each),211786.36,0,211786.36
MA,5/28/20,Infused (edible),339699.31,0,339699.31
MA,5/9/21,Infused Beverage,26463.97,0,26463.97
MA,8/28/20,Concentrate (Each),218530.93,0,218530.93
MA,4/23/21,Shake/Trim,0,1947.02,1947.02
MA,8/21/20,Shake/Trim (by strain),0,6712.88,6712.88
MA,5/28/19,Concentrate (Each),336293.01,60,336353.01
MA,8/29/20,Shake/Trim (by strain),0,6745,6745
MA,7/24/19,Concentrate (Each),402392.9,0,402392.9
MA,11/18/20,Concentrate,0,30332.62,30332.62
MA,7/8/20,Infused (edible),293808.2,0,293808.2
MA,7/22/20,Kief,0,3779.82,3779.82
MA,9/28/20,Infused (non-edible),11505.54,0,11505.54
MA,7/29/20,Infused Pre-Rolls,0,7276.08,7276.08
MA,12/30/20,Buds,0,1591906.33,1591906.33
MA,8/5/19,Concentrate (Each),381326.76,0,381326.76
MA,6/3/21,Shake/Trim,0,424.43,424.43
MA,11/8/19,Kief,0,4606.81,4606.81
MA,10/25/20,Shake/Trim,0,690,690
MA,11/12/20,Infused (non-edible),8280.68,0,8280.68
MA,9/8/19,Buds,0,649258.44,649258.44
MA,3/30/21,Raw Pre-Rolls,0,373465.78,373465.78
MA,7/22/19,Buds,0,550184.18,550184.18
MA,11/9/20,Kief,0,3604.48,3604.48
MA,10/29/20,Shake/Trim (by strain),0,12773.6,12773.6
MA,3/8/21,Infused (edible),300265.86,0,300265.86
MA,11/2/20,Shake/Trim (by strain),0,7723.01,7723.01
MA,9/23/20,Infused Pre-Rolls,0,10627.51,10627.51
MA,10/12/20,Infused (edible),337904.74,0,337904.74
MA,1/30/19,Shake/Trim (by strain),0,2022,2022
MA,5/4/21,Infused Pre-Rolls,0,14585.56,14585.56
MA,12/16/20,Concentrate (Each),181881.53,0,181881.53
MA,4/1/19,Shake/Trim (by strain),0,3963.12,3963.12
MA,10/14/20,Concentrate,0,31132.11,31132.11
MA,2/3/19,Infused (non-edible),35566.06,0,35566.06
MA,1/3/21,Infused (edible),319953.39,0,319953.39
MA,8/30/19,Kief,0,2311.49,2311.49
MA,1/29/21,Buds,0,1581225.76,1581225.76
MA,5/14/21,Infused (non-edible),13533.19,0,13533.19
MA,3/16/20,Vape Product,391599.65,0,391599.65
MA,1/19/19,Concentrate,6369.22,4505,10874.22
MA,8/28/20,Vape Product,564550.69,0,564550.69
MA,1/26/20,Kief,0,2995,2995
MA,5/10/21,Concentrate,0,10647.69,10647.69
MA,2/20/21,Infused Pre-Rolls,0,13277.22,13277.22
MA,5/31/21,Concentrate (Each),188975.97,0,188975.97
MA,7/10/19,Concentrate (Each),425180.11,0,425180.11
MA,6/24/20,Concentrate,0,16363.38,16363.38
MA,10/3/20,Shake/Trim,0,1560,1560
MA,2/6/21,Shake/Trim (by strain),0,19952.78,19952.78
MA,3/1/21,Raw Pre-Rolls,0,307207.51,307207.51
MA,12/31/19,Vape Product,176929.51,0,176929.51
MA,4/20/21,Concentrate (Bulk),0,604.8,604.8
MA,12/7/19,Infused (edible),428512.08,0,428512.08
MA,1/9/19,Concentrate,3703.47,2052,5755.47
MA,11/27/20,Shake/Trim (by strain),0,17191.56,17191.56
MA,12/23/20,Shake/Trim (by strain),0,19276.28,19276.28
MA,11/27/20,Infused (edible),545561.55,0,545561.55
MA,11/28/20,Infused Pre-Rolls,0,9948,9948
MA,3/20/20,Concentrate,0,27944.46,27944.46
MA,4/4/19,Infused (non-edible),8582.38,0,8582.38
MA,11/28/18,Infused (edible),66020.42,0,66020.42
MA,6/5/20,Kief,0,3013.74,3013.74
MA,12/21/20,Concentrate (Each),175363.42,0,175363.42
MA,1/20/20,Infused (edible),273850.18,0,273850.18
MA,10/30/19,Infused (non-edible),7623.37,0,7623.37
MA,12/14/20,Kief,0,2603.48,2603.48
MA,5/14/21,Shake/Trim (by strain),0,34803.99,34803.99
MA,1/6/19,Infused (edible),21059.33,0,21059.33
MA,3/14/20,Concentrate (Each),256583.39,0,256583.39
MA,11/24/19,Infused (edible),266792.31,0,266792.31
MA,1/15/21,Concentrate,0,61613.22,61613.22
MA,5/16/21,Buds,0,1469739.19,1469739.19
MA,2/10/20,Infused (non-edible),8629.04,0,8629.04
MA,12/7/20,Raw Pre-Rolls,0,248880.6,248880.6
MA,10/24/20,Concentrate (Each),229606.47,0,229606.47
MA,5/25/20,Vape Product,459182.61,0,459182.61
MA,6/25/20,Infused (edible),310682.78,0,310682.78
MA,3/21/21,Concentrate (Each),235755.05,0,235755.05
MA,5/19/19,Infused (edible),186719.16,0,186719.16
MA,2/29/20,Shake/Trim (by strain),0,21288.25,21288.25
MA,2/20/19,Shake/Trim,0,388.29,388.29
MA,11/1/20,Concentrate (Each),153650.97,0,153650.97
MA,2/15/21,Infused (edible),366621.14,0,366621.14
MA,6/5/20,Concentrate (Each),128736.33,0,128736.33
MA,7/8/20,Concentrate (Each),150370.09,0,150370.09
MA,2/11/19,Infused (edible),62313.57,0,62313.57
MA,5/25/21,Concentrate,0,12596.91,12596.91
MA,10/13/20,Kief,0,2665.49,2665.49
MA,2/15/20,Kief,0,1175,1175
MA,9/20/19,Concentrate,0,11050.56,11050.56
MA,5/11/21,Vape Product,568220.67,0,568220.67
MA,1/17/20,Raw Pre-Rolls,0,239947.2,239947.2
MA,3/10/21,Buds,0,1235871.14,1235871.14
MA,12/19/19,Vape Product,1560,0,1560
MA,5/29/20,Kief,0,3369.98,3369.98
MA,11/2/19,Concentrate,0,25850.01,25850.01
MA,12/14/19,Shake/Trim (by strain),0,12296.15,12296.15
MA,3/17/19,Raw Pre-Rolls,0,1365,1365
MA,8/23/19,Infused (edible),260724.83,0,260724.83
MA,10/5/19,Raw Pre-Rolls,0,124595.98,124595.98
MA,9/8/19,Shake/Trim (by strain),0,6159.09,6159.09
MA,11/8/20,Vape Product,432063.16,0,432063.16
MA,4/3/21,Shake/Trim,0,1488.38,1488.38
MA,10/24/20,Raw Pre-Rolls,0,380318.81,380318.81
MA,5/6/21,Infused Beverage,33360.91,0,33360.91
MA,9/17/19,Infused (edible),171825.01,0,171825.01
MA,6/2/20,Shake/Trim (by strain),0,3816,3816
MA,9/30/20,Concentrate,0,26148.72,26148.72
MA,9/20/19,Concentrate (Each),570411.65,0,570411.65
MA,10/18/20,Infused Pre-Rolls,0,10446.36,10446.36
MA,9/18/20,Shake/Trim (by strain),0,14193.75,14193.75
MA,11/20/20,Shake/Trim (by strain),0,11881.75,11881.75
MA,5/29/19,Infused (non-edible),65807.94,0,65807.94
MA,3/22/20,Buds,0,796531.57,796531.57
MA,11/19/20,Concentrate,0,38867.69,38867.69
MA,10/25/19,Shake/Trim (by strain),0,8910.25,8910.25
MA,8/3/20,Kief,0,3859.5,3859.5
MA,2/8/21,Shake/Trim (by strain),0,9355.5,9355.5
MA,1/3/20,Shake/Trim (by strain),0,15965.61,15965.61
MA,6/27/20,Shake/Trim (by strain),0,14271.62,14271.62
MA,4/5/19,Buds,18899.74,507093.72,525993.46
MA,8/10/19,Suppository,16,0,16
MA,1/13/21,Kief,0,2480.35,2480.35
MA,6/17/19,Concentrate (Each),376199.26,300,376499.26
MA,9/13/19,Infused (edible),303641.24,0,303641.24
MA,1/26/21,Vape Product,389301.46,0,389301.46
MA,5/13/19,Raw Pre-Rolls,0,14470.31,14470.31
MA,12/31/20,Concentrate,0,72642.44,72642.44
MA,9/10/20,Infused (edible),324358.69,0,324358.69
MA,5/22/19,Concentrate (Each),339808.65,0,339808.65
MA,3/19/20,Kief,0,283.8,283.8
MA,3/29/21,Concentrate (Each),199927.56,0,199927.56
MA,5/26/21,Infused Beverage,29386.32,0,29386.32
MA,10/6/20,Buds,0,1107607.81,1107607.81
MA,12/8/18,Concentrate,5190.68,17927.89,23118.57
MA,12/29/20,Infused Pre-Rolls,0,8160.19,8160.19
MA,3/23/20,Infused Pre-Rolls,0,11665.79,11665.79
MA,2/11/21,Kief,0,3438.52,3438.52
MA,10/15/20,Infused Pre-Rolls,0,12793.25,12793.25
MA,11/2/19,Buds,0,963743.44,963743.44
MA,10/21/20,Raw Pre-Rolls,0,268410.58,268410.58
MA,11/30/19,Buds,0,1202010.98,1202010.98
MA,2/22/21,Buds,0,1008941.86,1008941.86
MA,12/28/19,Concentrate (Each),210809.88,0,210809.88
MA,10/28/19,Infused (non-edible),7577.69,0,7577.69
MA,4/17/21,Infused Beverage,50047.92,0,50047.92
MA,9/23/19,Infused (non-edible),45610.94,0,45610.94
MA,7/11/20,Shake/Trim (by strain),0,7195.9,7195.9
MA,1/19/19,Infused (non-edible),38387.73,0,38387.73
MA,1/25/19,Buds,23207.18,357673.25,380880.43
MA,6/22/19,Infused (edible),263514.36,0,263514.36
MA,7/14/20,Kief,0,3861.42,3861.42
MA,2/18/20,Concentrate,0,11820.66,11820.66
MA,6/3/21,Infused (edible),498653.4,0,498653.4
MA,1/28/19,Kief,0,415,415
MA,3/22/19,Buds,15585.89,472265.89,487851.78
MA,8/1/20,Infused Pre-Rolls,0,8951.24,8951.24
MA,6/23/19,Buds,0,596047.32,596047.32
MA,1/21/21,Concentrate (Each),160728.51,0,160728.51
MA,7/16/20,Infused (non-edible),11215.4,0,11215.4
MA,9/16/19,Infused (edible),171005.28,0,171005.28
MA,6/8/20,Vape Product,279960.41,0,279960.41
MA,1/6/20,Kief,0,1100,1100
MA,11/3/20,Buds,0,1123090.98,1123090.98
MA,1/2/21,Shake/Trim,0,1430,1430
MA,4/2/21,Raw Pre-Rolls,0,561870.6,561870.6
MA,4/10/21,Raw Pre-Rolls,0,533240.94,533240.94
MA,1/14/19,Infused (edible),36830.1,0,36830.1
MA,5/27/20,Infused (non-edible),9950.82,0,9950.82
MA,1/14/21,Infused (edible),365931.98,0,365931.98
MA,6/3/21,Shake/Trim (by strain),0,28713.37,28713.37
MA,12/1/18,Kief,0,475.2,475.2
MA,2/12/21,Infused (non-edible),18473.79,0,18473.79
MA,8/28/20,Concentrate,0,28491.13,28491.13
MA,1/19/21,Raw Pre-Rolls,0,259138.74,259138.74
MA,3/14/21,Infused Beverage,16891.26,0,16891.26
MA,12/4/18,Infused (non-edible),2468.5,0,2468.5
MA,2/27/21,Vape Product,731003.36,0,731003.36
MA,3/24/20,Infused (edible),144577.7,0,144577.7
MA,11/11/19,Buds,0,683292.85,683292.85
MA,12/4/19,Concentrate (Each),144058.55,0,144058.55
MA,3/5/21,Concentrate,0,53311.85,53311.85
MA,7/6/20,Infused (non-edible),10751.39,0,10751.39
MA,5/24/21,Concentrate (Bulk),0,167.79,167.79
MA,2/11/21,Infused Pre-Rolls,0,11229.95,11229.95
MA,3/17/19,Shake/Trim (by strain),0,4640.4,4640.4
MA,11/4/20,Concentrate,0,30184.34,30184.34
MA,1/28/21,Concentrate,0,42834.46,42834.46
MA,8/22/19,Raw Pre-Rolls,0,66143.66,66143.66
MA,11/14/19,Infused Pre-Rolls,0,29.5,29.5
MA,1/31/21,Shake/Trim,0,1423.34,1423.34
MA,10/17/19,Shake/Trim (by strain),0,6776.35,6776.35
MA,9/3/19,Infused (non-edible),93008.18,0,93008.18
MA,7/19/20,Infused Pre-Rolls,0,7814.37,7814.37
MA,2/25/21,Infused (edible),413174.78,0,413174.78
MA,7/16/20,Shake/Trim (by strain),0,7402.14,7402.14
MA,1/19/20,Concentrate (Each),140100.96,0,140100.96
MA,7/8/19,Shake/Trim (by strain),0,2561.1,2561.1
MA,3/30/19,Buds,24853.07,513403.61,538256.68
MA,6/19/20,Concentrate (Each),166690.16,0,166690.16
MA,8/27/19,Concentrate (Each),398102.7,0,398102.7
MA,1/22/21,Infused Pre-Rolls,0,14659.26,14659.26
MA,4/28/19,Infused (edible),179930.04,0,179930.04
MA,10/19/20,Shake/Trim (by strain),0,4319.22,4319.22
MA,9/10/20,Shake/Trim,0,34.02,34.02
MA,9/4/19,Shake/Trim,0,977.75,977.75
MA,3/6/20,Infused (edible),400487.73,0,400487.73
MA,2/25/21,Shake/Trim (by strain),0,25499.05,25499.05
MA,4/24/21,Concentrate (Each),291250.47,0,291250.47
MA,9/29/19,Infused (edible),276051.09,0,276051.09
MA,3/28/21,Raw Pre-Rolls,0,381018.2,381018.2
MA,3/13/19,Infused (edible),75041.52,0,75041.52
MA,8/9/20,Concentrate,0,29471.8,29471.8
MA,5/31/19,Buds,1,728141.37,728142.37
MA,10/22/20,Raw Pre-Rolls,0,297215.02,297215.02
MA,8/10/20,Raw Pre-Rolls,0,224346.04,224346.04
MA,7/29/19,Infused Pre-Rolls,0,925.2,925.2
MA,4/19/21,Shake/Trim (by strain),0,32013.72,32013.72
MA,10/30/19,Buds,0,703914.91,703914.91
MA,10/31/20,Vape Product,602533.06,0,602533.06
MA,1/26/20,Shake/Trim,0,70,70
MA,9/8/19,Infused (edible),205746.74,0,205746.74
MA,5/25/21,Shake/Trim,0,394.51,394.51
MA,3/30/21,Kief,0,4054.3,4054.3
MA,1/10/19,Buds,14492.35,192536.54,207028.89
MA,5/6/21,Infused (edible),438014.64,0,438014.64
MA,5/26/21,Infused (edible),404395.4,0,404395.4
MA,6/30/20,Kief,0,3239,3239
MA,11/5/20,Kief,0,4706.97,4706.97
MA,3/26/21,Infused Beverage,33389.66,0,33389.66
MA,10/30/19,Infused Pre-Rolls,0,395.2,395.2
MA,5/23/19,Infused (edible),185685.04,0,185685.04
MA,1/27/19,Shake/Trim (by strain),1439,3706,5145
MA,9/12/19,Buds,0,758449.29,758449.29
MA,4/22/21,Kief,0,2757.57,2757.57
MA,2/19/19,Shake/Trim (by strain),0,7026.86,7026.86
MA,10/6/20,Shake/Trim,0,1350,1350
MA,11/26/19,Shake/Trim (by strain),0,15498.75,15498.75
MA,2/28/20,Shake/Trim (by strain),0,16456.8,16456.8
MA,3/1/21,Shake/Trim (by strain),0,22360.15,22360.15
MA,6/1/20,Infused (edible),244387.25,0,244387.25
MA,9/10/20,Vape Product,459950.82,0,459950.82
MA,10/26/19,Infused (edible),422219.43,0,422219.43
MA,3/3/21,Concentrate (Each),176610.82,0,176610.82
MA,11/21/20,Concentrate (Each),217043.61,0,217043.61
MA,10/6/19,Concentrate,0,18004,18004
MA,6/17/19,Kief,0,150,150
MA,12/4/19,Concentrate,0,16714.61,16714.61
MA,9/17/19,Infused (non-edible),54610.62,0,54610.62
MA,1/15/20,Kief,0,1461.5,1461.5
MA,4/7/21,Kief,0,3637.74,3637.74
MA,2/7/19,Infused (non-edible),30911.15,0,30911.15
MA,11/19/19,Shake/Trim (by strain),0,7732.7,7732.7
MA,1/28/20,Buds,0,654227.52,654227.52
MA,11/30/20,Infused (non-edible),7822.17,0,7822.17
MA,3/27/21,Vape Product,814768.47,0,814768.47
MA,4/11/21,Buds,0,1457044.81,1457044.81
MA,2/7/21,Concentrate,0,26318,26318
MA,1/4/21,Vape Product,446803.36,0,446803.36
MA,2/16/20,Concentrate,0,14497,14497
MA,5/14/21,Buds,0,1956540.18,1956540.18
MA,3/25/21,Concentrate (Each),220899.15,0,220899.15
MA,1/23/20,Buds,0,790730.97,790730.97
MA,6/1/21,Shake/Trim,0,513.68,513.68
MA,6/18/20,Infused (edible),283087.25,0,283087.25
MA,3/16/21,Infused (edible),353482.33,0,353482.33
MA,3/9/21,Kief,0,4073.83,4073.83
MA,10/18/20,Concentrate (Each),159261.3,0,159261.3
MA,7/8/19,Concentrate,4620.01,4016.5,8636.51
MA,5/17/21,Infused (non-edible),9601.71,0,9601.71
MA,3/15/20,Infused (edible),410528.87,0,410528.87
MA,5/17/21,Shake/Trim (by strain),0,27618.21,27618.21
MA,12/1/19,Infused (non-edible),7448.35,0,7448.35
MA,5/5/21,Infused Beverage,23402.91,0,23402.91
MA,1/8/19,Shake/Trim (by strain),0,6241.2,6241.2
MA,7/18/19,Infused (edible),196193.38,0,196193.38
MA,8/17/20,Raw Pre-Rolls,0,223735.63,223735.63
MA,10/21/20,Infused (edible),305188.51,0,305188.51
MA,12/19/20,Vape Product,707176.81,0,707176.81
MA,11/17/19,Concentrate (Each),153605,0,153605
MA,9/14/19,Shake/Trim,0,1130,1130
MA,4/19/21,Kief,0,4182.99,4182.99
MA,11/15/20,Raw Pre-Rolls,0,262700.34,262700.34
MA,1/23/20,Infused (edible),259799.31,0,259799.31
MA,3/19/19,Infused (edible),70178.21,0,70178.21
MA,7/6/19,Buds,0,802900.78,802900.78
MA,12/18/19,Infused (non-edible),13610.62,0,13610.62
MA,6/7/20,Vape Product,242302.26,0,242302.26
MA,6/22/20,Infused (non-edible),7949.61,0,7949.61
MA,8/28/19,Concentrate,0,4029.64,4029.64
MA,9/20/19,Shake/Trim (by strain),0,9070,9070
MA,3/10/21,Kief,0,3350.68,3350.68
MA,3/9/21,Infused (non-edible),6954.55,0,6954.55
MA,9/25/20,Kief,0,6290.72,6290.72
MA,8/25/19,Buds,0,661583.26,661583.26
MA,5/9/21,Infused (non-edible),13112.28,0,13112.28
MA,3/7/20,Raw Pre-Rolls,0,242280.27,242280.27
MA,1/14/20,Concentrate (Each),121666.12,0,121666.12
MA,3/27/19,Infused (non-edible),11249.18,0,11249.18
MA,3/22/21,Vape Product,513766.08,0,513766.08
MA,4/25/19,Concentrate,0,10345.68,10345.68
MA,2/1/21,Buds,0,831825.12,831825.12
MA,12/12/20,Raw Pre-Rolls,0,379368.78,379368.78
MA,10/14/19,Kief,0,1899.82,1899.82
MA,6/26/19,Concentrate,0,2589.42,2589.42
MA,5/5/19,Concentrate (Each),380842.79,600,381442.79
MA,3/2/20,Concentrate (Each),138246.09,0,138246.09
MA,2/16/21,Buds,0,932330.57,932330.57
MA,3/23/19,Shake/Trim (by strain),0,5571.84,5571.84
MA,7/29/20,Kief,0,6803.31,6803.31
MA,3/30/21,Shake/Trim (by strain),0,30481.29,30481.29
MA,8/21/19,Concentrate,0,2396.98,2396.98
MA,10/26/19,Concentrate,0,21794,21794
MA,1/8/20,Concentrate (Each),127357.85,0,127357.85
MA,12/17/20,Shake/Trim (by strain),0,1852.56,1852.56
MA,7/21/20,Shake/Trim,0,1360,1360
MA,11/25/20,Shake/Trim,0,1326.5,1326.5
MA,2/12/21,Raw Pre-Rolls,0,472724.72,472724.72
MA,2/25/21,Raw Pre-Rolls,0,364812.19,364812.19
MA,5/5/21,Infused (edible),379415.45,0,379415.45
MA,7/13/20,Shake/Trim,0,120,120
